#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.1.5 ) ----
#                                      ESA 2018
#
#                         final state of uncritical objects
#-------------------------------------------------------------------------------
# Filename      : uncriticalData.txt
# RunID         : PySara
# Content       : This file lists the uncritical objects (kin. energy < 15 J),
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1826.450          86.863      7.420   -113.912            6.275        13192.057      1.240      0.000      0.000    0.02281   23.55457  58c3bdfd-4512-4407-8fd3-89664a00dd56  MAC-Y
  1823.650          86.798      7.388   -114.155            6.153        13165.011      2.256      0.000      0.000    0.06290   23.02605  6b65f60c-f3de-4858-8692-c9b8da4d7420  OBA
  1824.650          86.725      7.398   -114.083            6.531        13173.025      1.098      0.000      0.000    0.05938   24.29129  08f70220-a2ed-4614-8a03-7ee53d774fd8  TRSP1
  1824.650          86.725      7.398   -114.083            6.531        13173.025      1.098      0.000      0.000    0.05938   24.29129  e6de9af4-9b9e-438c-9f5f-4f5d2d97b59e  TRSP2
  1872.995          81.929      7.787   -110.996            5.998        13516.452      1.791      0.000      0.000    0.02202   21.72102  43089cf7-03c5-4130-a53f-e1761f4b1c62  Gyrosbl
  1803.650          88.625      7.221   -115.421            6.415        13023.995      1.361      0.000      0.000    0.04765   24.10720  53b0fa25-337a-4801-adfb-b655009abdda  STD1
  1803.650          88.625      7.221   -115.421            6.415        13023.995      1.361      0.000      0.000    0.04765   24.10720  c24a38cf-ff8c-4cde-a033-d25fec03e6c6  STD2
  1826.650          86.457      7.412   -113.972            6.389        13185.340      2.268      0.000      0.000    0.07453   23.75178  1c6e2a4b-455a-40f6-847c-93a50aad2901  SSD1
  1826.650          86.457      7.412   -113.972            6.389        13185.340      2.268      0.000      0.000    0.07453   23.75178  f492f331-b2d3-4479-8af7-582adf808112  SSD2
  1827.650          86.367      7.420   -113.911            6.100        13192.202      2.274      0.000      0.000    0.07241   22.77462  0b1661d3-c0c1-4f6a-a6d1-2a5db00bda4f  SAsupp1
  1827.650          86.367      7.420   -113.911            6.100        13192.202      2.274      0.000      0.000    0.07241   22.77462  7a44a685-ffd8-43e7-b137-a97750163298  SAsupp2
  1827.650          86.367      7.420   -113.911            6.100        13192.202      2.274      0.000      0.000    0.07241   22.77462  2e87c0ee-756b-4448-815f-fa04e03fb958  SAsupp3
  1827.650          86.367      7.420   -113.911            6.100        13192.202      2.274      0.000      0.000    0.07241   22.77462  3b252b2a-d37f-42cc-b3d0-c66451d5a10e  SAsupp4
