# object name: _IFring
-2.879793 -0.523599 1.000000
-2.617994 -0.523599 1.000000
-2.356194 -0.523599 1.000000
-2.094395 -0.523599 1.000000
-1.832596 -0.523599 1.000000
-1.570796 -0.523599 1.000000
-1.308997 -0.523599 1.000000
-1.047198 -0.523599 0.851735
-0.785398 -0.523599 0.634877
-0.523599 -0.523599 0.439803
-0.261799 -0.523599 0.319149
0.000000 -0.523599 0.320755
0.261799 -0.523599 0.319149
0.523599 -0.523599 0.439803
0.785398 -0.523599 0.634877
1.047198 -0.523599 0.851735
1.308997 -0.523599 1.000000
1.570796 -0.523599 1.000000
1.832596 -0.523599 1.000000
2.094395 -0.523599 1.000000
2.356194 -0.523599 1.000000
2.617994 -0.523599 1.000000
2.879793 -0.523599 1.000000
3.141593 -0.523599 1.000000

-3.141593 -0.261799 1.000000
-2.879793 -0.261799 1.000000
-2.617994 -0.261799 1.000000
-2.356194 -0.261799 1.000000
-2.094395 -0.261799 1.000000
-1.832596 -0.261799 1.000000
-1.570796 -0.261799 1.000000
-1.308997 -0.261799 1.000000
-1.047198 -0.261799 0.771772
-0.785398 -0.261799 0.516796
-0.523599 -0.261799 0.287411
-0.261799 -0.261799 0.128736
0.000000 -0.261799 0.123570
0.261799 -0.261799 0.128736
0.523599 -0.261799 0.287411
0.785398 -0.261799 0.516796
1.047198 -0.261799 0.771772
1.308997 -0.261799 1.000000
1.570796 -0.261799 1.000000
1.832596 -0.261799 1.000000
2.094395 -0.261799 1.000000
2.356194 -0.261799 1.000000
2.617994 -0.261799 1.000000
2.879793 -0.261799 1.000000
3.141593 -0.261799 1.000000

-3.141593 0.000000 1.000000
-2.879793 0.000000 1.000000
-2.617994 0.000000 1.000000
-2.356194 0.000000 1.000000
-2.094395 0.000000 1.000000
-1.832596 0.000000 1.000000
-1.570796 0.000000 1.000000
-1.308997 0.000000 1.000000
-1.047198 0.000000 0.737463
-0.785398 0.000000 0.454315
-0.523599 0.000000 0.167453
-0.261799 0.000000 0.020595
0.000000 0.000000 0.000000
0.261799 0.000000 0.020595
0.523599 0.000000 0.167453
0.785398 0.000000 0.454315
1.047198 0.000000 0.737463
1.308997 0.000000 1.000000
1.570796 0.000000 1.000000
1.832596 0.000000 1.000000
2.094395 0.000000 1.000000
2.356194 0.000000 1.000000
2.617994 0.000000 1.000000
2.879793 0.000000 1.000000
3.141593 0.000000 1.000000

-3.141593 0.261799 1.000000
-2.879793 0.261799 1.000000
-2.617994 0.261799 1.000000
-2.356194 0.261799 1.000000
-2.094395 0.261799 1.000000
-1.832596 0.261799 1.000000
-1.570796 0.261799 1.000000
-1.308997 0.261799 1.000000
-1.047198 0.261799 0.771772
-0.785398 0.261799 0.516796
-0.523599 0.261799 0.287411
-0.261799 0.261799 0.128736
0.000000 0.261799 0.123570
0.261799 0.261799 0.128736
0.523599 0.261799 0.287411
0.785398 0.261799 0.516796
1.047198 0.261799 0.771772
1.308997 0.261799 1.000000
1.570796 0.261799 1.000000
1.832596 0.261799 1.000000
2.094395 0.261799 1.000000
2.356194 0.261799 1.000000
2.617994 0.261799 1.000000
2.879793 0.261799 1.000000
3.141593 0.261799 1.000000

-3.141593 0.523599 1.000000
-2.879793 0.523599 1.000000
-2.617994 0.523599 1.000000
-2.356194 0.523599 1.000000
-2.094395 0.523599 1.000000
-1.832596 0.523599 1.000000
-1.570796 0.523599 1.000000
-1.308997 0.523599 1.000000
-1.047198 0.523599 0.851735
-0.785398 0.523599 0.634877
-0.523599 0.523599 0.439803
-0.261799 0.523599 0.319149
0.000000 0.523599 0.320755
0.261799 0.523599 0.319149
0.523599 0.523599 0.439803
0.785398 0.523599 0.634877
1.047198 0.523599 0.851735
1.308997 0.523599 1.000000
1.570796 0.523599 1.000000
1.832596 0.523599 1.000000
2.094395 0.523599 1.000000
2.356194 0.523599 1.000000
2.617994 0.523599 1.000000
2.879793 0.523599 1.000000
3.141593 0.523599 1.000000

-3.141593 0.785398 1.000000
-2.879793 0.785398 1.000000
-2.617994 0.785398 1.000000
-2.356194 0.785398 1.000000
-2.094395 0.785398 1.000000
-1.832596 0.785398 1.000000
-1.570796 0.785398 1.000000
-1.308997 0.785398 1.000000
-1.047198 0.785398 0.958904
-0.785398 0.785398 0.784024
-0.523599 0.785398 0.627717
-0.261799 0.785398 0.537275
0.000000 0.785398 0.571066
0.261799 0.785398 0.537275
0.523599 0.785398 0.627717
0.785398 0.785398 0.784024
1.047198 0.785398 0.958904
1.308997 0.785398 1.000000
1.570796 0.785398 1.000000
1.832596 0.785398 1.000000
2.094395 0.785398 1.000000
2.356194 0.785398 1.000000
2.617994 0.785398 1.000000
2.879793 0.785398 1.000000
3.141593 0.785398 1.000000

-3.141593 1.047198 1.000000
-2.879793 1.047198 1.000000
-2.617994 1.047198 1.000000
-2.356194 1.047198 1.000000
-2.094395 1.047198 1.000000
-1.832596 1.047198 1.000000
-1.570796 1.047198 1.000000
-1.308997 1.047198 1.000000
-1.047198 1.047198 1.000000
-0.785398 1.047198 0.979094
-0.523599 1.047198 0.887821
-0.261799 1.047198 0.835366
0.000000 1.047198 0.867257
0.261799 1.047198 0.835366
0.523599 1.047198 0.887821
0.785398 1.047198 0.979094
1.047198 1.047198 1.000000
1.308997 1.047198 1.000000
1.570796 1.047198 1.000000
1.832596 1.047198 1.000000
2.094395 1.047198 1.000000
2.356194 1.047198 1.000000
2.617994 1.047198 1.000000
2.879793 1.047198 1.000000
3.141593 1.047198 1.000000

-3.141593 1.308997 1.000000
-2.879793 1.308997 1.000000
-2.617994 1.308997 1.000000
-2.356194 1.308997 1.000000
-2.094395 1.308997 1.000000
-1.832596 1.308997 1.000000
-1.570796 1.308997 1.000000
-1.308997 1.308997 1.000000
-1.047198 1.308997 1.000000
-0.785398 1.308997 1.000000
-0.523599 1.308997 1.000000
-0.261799 1.308997 1.000000
0.000000 1.308997 1.000000
0.261799 1.308997 1.000000
0.523599 1.308997 1.000000
0.785398 1.308997 1.000000
1.047198 1.308997 1.000000
1.308997 1.308997 1.000000
1.570796 1.308997 1.000000
1.832596 1.308997 1.000000
2.094395 1.308997 1.000000
2.356194 1.308997 1.000000
2.617994 1.308997 1.000000
2.879793 1.308997 1.000000
3.141593 1.308997 1.000000

-3.141593 1.570796 1.000000
-2.879793 1.570796 1.000000
-2.617994 1.570796 1.000000
-2.356194 1.570796 1.000000
-2.094395 1.570796 1.000000
-1.832596 1.570796 1.000000
-1.570796 1.570796 1.000000
-1.308997 1.570796 1.000000
-1.047198 1.570796 1.000000
-0.785398 1.570796 1.000000
-0.523599 1.570796 1.000000
-0.261799 1.570796 1.000000
0.000000 1.570796 1.000000
0.261799 1.570796 1.000000
0.523599 1.570796 1.000000
0.785398 1.570796 1.000000
1.047198 1.570796 1.000000
1.308997 1.570796 1.000000
1.570796 1.570796 1.000000
1.832596 1.570796 1.000000
2.094395 1.570796 1.000000
2.356194 1.570796 1.000000
2.617994 1.570796 1.000000
2.879793 1.570796 1.000000
3.141593 1.570796 1.000000

