#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.1.5 ) ----
#                                      ESA 2018
#
#                         final state of uncritical objects
#-------------------------------------------------------------------------------
# Filename      : uncriticalData.txt
# RunID         : PySara
# Content       : This file lists the uncritical objects (kin. energy < 15 J),
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1409.650          87.732      4.446     33.918            6.560        10151.641      1.613      0.000      0.000    0.06887   22.33883  58c3bdfd-4512-4407-8fd3-89664a00dd56  MAC-Y
  1407.650          86.594      4.396     33.625            5.948        10118.621      3.032      0.000      0.000    0.15848   20.39407  6b65f60c-f3de-4858-8692-c9b8da4d7420  OBA
  1408.650          86.595      4.410     33.705            6.073        10127.576      1.460      0.000      0.000    0.15184   20.79990  08f70220-a2ed-4614-8a03-7ee53d774fd8  TRSP1
  1408.650          86.595      4.410     33.705            6.073        10127.576      1.460      0.000      0.000    0.15184   20.79990  e6de9af4-9b9e-438c-9f5f-4f5d2d97b59e  TRSP2
  1441.440          83.273      4.769     35.852            5.812        10369.206      2.269      0.000      0.000    0.07162   20.32466  43089cf7-03c5-4130-a53f-e1761f4b1c62  Gyrosbl
  1376.650          90.362      4.064     31.677            5.599         9899.161      1.956      0.000      0.000    0.16150   18.86204  53b0fa25-337a-4801-adfb-b655009abdda  STD1
  1376.650          90.362      4.064     31.677            5.599         9899.161      1.956      0.000      0.000    0.16150   18.86204  c24a38cf-ff8c-4cde-a033-d25fec03e6c6  STD2
  1413.650          85.642      4.455     33.975            5.838        10158.038      2.978      0.000      0.000    0.17031   20.11183  1c6e2a4b-455a-40f6-847c-93a50aad2901  SSD1
  1413.650          85.642      4.455     33.975            5.838        10158.038      2.978      0.000      0.000    0.17031   20.11183  f492f331-b2d3-4479-8af7-582adf808112  SSD2
  1412.947          85.755      4.448     33.934            5.517        10153.388      2.973      0.000      0.000    0.16930   19.06757  0b1661d3-c0c1-4f6a-a6d1-2a5db00bda4f  SAsupp1
