#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.1.5 ) ----
#                                      ESA 2018
#
#                         final state of uncritical objects
#-------------------------------------------------------------------------------
# Filename      : uncriticalData.txt
# RunID         : sara
# Content       : This file lists the uncritical objects (kin. energy < 15 J),
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1809.650          86.343      4.807   -131.283            6.906        13069.626      1.242      0.000      0.000    0.02315   25.26648  58c3bdfd-4512-4407-8fd3-89664a00dd56  MAC-Y
  1806.650          86.284      4.764   -131.538            6.505        13040.933      2.265      0.000      0.000    0.06385   23.84728  6b65f60c-f3de-4858-8692-c9b8da4d7420  OBA
  1808.650          86.113      4.786   -131.412            6.177        13055.121      1.098      0.000      0.000    0.05919   22.76755  08f70220-a2ed-4614-8a03-7ee53d774fd8  TRSP1
  1808.650          86.113      4.786   -131.412            6.177        13055.121      1.098      0.000      0.000    0.05919   22.76755  e6de9af4-9b9e-438c-9f5f-4f5d2d97b59e  TRSP2
  1856.650          81.282      5.289   -128.373            6.282        13396.792      1.791      0.000      0.000    0.02206   22.51230  43089cf7-03c5-4130-a53f-e1761f4b1c62  Gyrosbl
  1786.650          88.145      4.551   -132.796            6.358        12899.340      1.370      0.000      0.000    0.04881   23.36125  53b0fa25-337a-4801-adfb-b655009abdda  STD1
  1786.650          88.145      4.551   -132.796            6.358        12899.340      1.370      0.000      0.000    0.04881   23.36125  c24a38cf-ff8c-4cde-a033-d25fec03e6c6  STD2
  1810.650          85.835      4.804   -131.303            6.037        13067.396      2.267      0.000      0.000    0.07418   22.25997  1c6e2a4b-455a-40f6-847c-93a50aad2901  SSD1
  1810.650          85.835      4.804   -131.303            6.037        13067.396      2.267      0.000      0.000    0.07418   22.25997  f492f331-b2d3-4479-8af7-582adf808112  SSD2
  1810.650          85.846      4.805   -131.296            6.485        13068.202      2.282      0.000      0.000    0.07334   23.75041  0b1661d3-c0c1-4f6a-a6d1-2a5db00bda4f  SAsupp1
