#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.1.5 ) ----
#                                      ESA 2018
#
#                         final state of uncritical objects
#-------------------------------------------------------------------------------
# Filename      : uncriticalData.txt
# RunID         : PySara
# Content       : This file lists the uncritical objects (kin. energy < 15 J),
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  2453.650          83.275      9.315     88.135            6.819        17740.183      1.212      0.000      0.000    0.01188   24.34932  58c3bdfd-4512-4407-8fd3-89664a00dd56  MAC-Y
  2446.650          83.432      9.271     87.615            6.344        17682.818      1.957      0.000      0.000    0.03385   22.74579  6b65f60c-f3de-4858-8692-c9b8da4d7420  OBA
  2448.850          83.266      9.284     87.762            6.165        17699.078      0.954      0.000      0.000    0.03142   22.13975  08f70220-a2ed-4614-8a03-7ee53d774fd8  TRSP1
  2448.850          83.266      9.284     87.762            6.165        17699.078      0.954      0.000      0.000    0.03142   22.13975  e6de9af4-9b9e-438c-9f5f-4f5d2d97b59e  TRSP2
  2517.850          76.625      9.632     92.187            5.414        18186.425      1.752      0.000      0.000    0.00874   19.15595  43089cf7-03c5-4130-a53f-e1761f4b1c62  Gyrosbl
  2427.650          84.979      9.162     86.381            6.305        17546.646      1.210      0.000      0.000    0.02413   22.69280  53b0fa25-337a-4801-adfb-b655009abdda  STD1
  2427.650          84.979      9.162     86.381            6.305        17546.646      1.210      0.000      0.000    0.02413   22.69280  c24a38cf-ff8c-4cde-a033-d25fec03e6c6  STD2
  2447.650          83.301      9.276     87.676            6.537        17689.556      1.952      0.000      0.000    0.04164   23.36126  1c6e2a4b-455a-40f6-847c-93a50aad2901  SSD1
  2447.650          83.301      9.276     87.676            6.537        17689.556      1.952      0.000      0.000    0.04164   23.36126  f492f331-b2d3-4479-8af7-582adf808112  SSD2
  2448.650          83.217      9.281     87.737            6.278        17696.335      1.946      0.000      0.000    0.04033   22.51187  0b1661d3-c0c1-4f6a-a6d1-2a5db00bda4f  SAsupp1
  2448.650          83.217      9.281     87.737            6.278        17696.335      1.946      0.000      0.000    0.04033   22.51187  7a44a685-ffd8-43e7-b137-a97750163298  SAsupp2
  2448.650          83.217      9.281     87.737            6.278        17696.335      1.946      0.000      0.000    0.04033   22.51187  2e87c0ee-756b-4448-815f-fa04e03fb958  SAsupp3
  2448.650          83.217      9.281     87.737            6.278        17696.335      1.946      0.000      0.000    0.04033   22.51187  3b252b2a-d37f-42cc-b3d0-c66451d5a10e  SAsupp4
